"job_title","job_description","requirements","benefits","employment_type","required_experience","required_education","job_function","industry","job_id_or_ref_code","posting_date","expiration_date","company_name","company_profile","company_website","company_size","company_type","company_founded_year","company_social_media_links__-","job_location","interview_location","remote_status","relocation_assistance","application_link_or_email","application_method_type","response_time_claimed","application_deadline","recruiter_name_or_agency","recruiter_contact_info","hiring_manager_name","salary_info_raw","stock_options","relocation_package","job_posting_source","number_of_positions","logo_present","attachments__-","posting_frequency","posting_consistency","external_reviews_available","profile_photos_included","is_real"
"Cybersecurity Analyst","At HDFC Bank, you will safeguard India’s leading private bank as a Cybersecurity Analyst. Your role involves conducting penetration testing, analyzing vulnerabilities in banking apps, and implementing security controls with SIEM tools like Splunk. You will collaborate with developers to integrate secure coding practices, monitor network traffic for anomalies, and respond to incidents using NIST frameworks. Responsibilities include developing Python scripts for automated threat detection, conducting security audits for RBI compliance, and training employees on phishing prevention. You will also explore zero-trust architectures to enhance system security. This role offers a chance to impact financial security and grow in cybersecurity leadership.","2+ years of cybersecurity experience. Proficiency in Splunk, penetration testing, and NIST frameworks. Experience with Python scripting and RBI compliance. Knowledge of zero-trust architectures. Strong incident response skills.","Protect financial systems, collaborate with security experts, and access to advanced cybersecurity projects.","Full-time","2+ years","Bachelor’s degree in Computer Science or related field","Security","Banking","CYA-HDFC-015","2025-05-14","2025-07-01","HDFC Bank","HDFC Bank is India’s leading private sector bank, offering a wide range of financial services.","https://www.hdfcbank.com","10001+ employees","Public","1994","linkedin.com/company/hdfc-bank","Mumbai, Maharashtra, India","HDFC Bank Mumbai Office, Lower Parel","On-site","False","careers@hdfcbank.com","Online","Within 5 days","2025-06-20","Neha Sharma","neha.sharma@hdfcbank.com","Vikram Patel","₹9,00,000 - ₹14,00,000 per annum","False","False","Naukri","2","True","","Regular","Consistent","True","False","1"
"Software Test Engineer","As a Software Test Engineer at Hotstar, you will ensure the quality of India’s leading streaming platform. Your role involves designing automated test scripts with Selenium and Appium to validate features like video streaming, live sports, and user profiles across web and mobile apps. You will collaborate with developers to identify defects, use JIRA for bug tracking, and integrate tests into CI/CD pipelines with Jenkins. Responsibilities include performing load testing with JMeter to ensure system reliability during high-traffic events, analyzing test results, and documenting test cases for regression suites. You will also explore AI-driven testing tools to enhance efficiency. This role offers a chance to impact entertainment tech and grow in quality assurance leadership.","2+ years of software testing experience. Proficiency in Selenium, Appium, JMeter. Experience with JIRA and Jenkins. Knowledge of load testing and AI-driven testing tools. Strong analytical skills.","Ensure quality for streaming tech, collaborate with top engineers, and access to advanced testing projects.","Full-time","2+ years","Bachelor’s degree in Computer Science or related field","Quality Assurance","Entertainment","STE-HOT-016","2025-05-13","2025-07-05","Hotstar","Hotstar is India’s leading streaming platform for movies, TV shows, and live sports.","https://www.hotstar.com","1001-5000 employees","Private","2015","","Mumbai, Maharashtra, India","Hotstar Mumbai Office, Andheri","Hybrid","False","careers@hotstar.com","Online","Within 7 days","2025-06-25","Anita Gupta","anita.gupta@hotstar.com","Rahul Nair","₹6,00,000 - ₹9,00,000 per annum","True","False","LinkedIn","3","True","job_description.pdf","Regular","Consistent","True","False","1"
"Cloud Architect","At Tech Mahindra, you will design cloud solutions for global clients in telecom, automotive, and healthcare as a Cloud Architect. Your role involves architecting multi-cloud environments with AWS, Azure, and GCP, leveraging services like EC2, AKS, and BigQuery to support enterprise applications. You will collaborate with clients to define migration strategies, optimize infrastructure costs with Azure Cost Management, and ensure compliance with GDPR and ISO 27001. Responsibilities include designing serverless architectures with Lambda, conducting performance benchmarking, and mentoring teams on cloud-native development. You will also explore AI-driven cloud optimizations for predictive scaling. This role offers leadership in cloud transformation and growth in strategic cloud governance.","5+ years of cloud architecture experience. Proficiency in AWS, Azure, GCP, and serverless architectures. Experience with Terraform, Kubernetes, and GDPR compliance. Knowledge of AI-driven optimizations. Strong stakeholder management skills.","Lead global cloud transformations, collaborate with enterprise clients, and access to advanced cloud projects.","Full-time","5+ years","Bachelor’s degree in Computer Science or related field","Engineering","Information Technology","CA-TM-017","2025-05-12","2025-07-15","Tech Mahindra","Tech Mahindra is a global leader in IT services and consulting, delivering digital transformation solutions.","https://www.techmahindra.com","10001+ employees","Public","1986","linkedin.com/company/tech-mahindra","Pune, Maharashtra, India","Tech Mahindra Pune Office, Hinjawadi","Hybrid","True","careers@techmahindra.com","Online","Within 5 days","2025-06-30","Nikhil Sharma","nikhil.sharma@techmahindra.com","Anjali Patel","₹20,00,000 - ₹35,00,000 per annum","False","True","Naukri","2","True","","Regular","Consistent","True","False","1"
"Machine Learning Engineer","At ZestMoney, you will develop AI-driven solutions to enhance India’s leading digital lending platform. Your role involves building machine learning models with Python, Scikit-learn, and TensorFlow to power features like credit scoring, fraud detection, and loan personalization. You will design end-to-end ML pipelines, from data ingestion with Kafka to deployment on AWS SageMaker, and collaborate with data engineers to ensure data quality from user profiles and transaction logs. Responsibilities include conducting A/B testing, integrating models with mobile apps, and exploring generative AI for automated customer support. You will also mentor junior data scientists and contribute to ZestMoney’s AI community. This role offers a chance to innovate in fintech and grow in a high-impact environment.","4+ years of machine learning experience. Proficiency in Python, Scikit-learn, TensorFlow. Experience with AWS SageMaker and Kafka. Knowledge of fraud detection and generative AI. Strong mentoring skills.","Innovate in digital lending, collaborate with top data scientists, and access to cutting-edge AI projects.","Full-time","4+ years","Master’s degree in Computer Science or related field","Data Science","Fintech","MLE-ZM-018","2025-05-11","2025-07-01","ZestMoney","ZestMoney is a leading digital lending platform offering EMI and pay-later solutions in India.","https://www.zestmoney.in","201-500 employees","Private","2015","linkedin.com/company/zestmoney","Bengaluru, Karnataka, India","ZestMoney Bengaluru Office, Indiranagar","Hybrid","True","careers@zestmoney.in","Online","Within 7 days","2025-06-20","Shalini Nair","shalini.nair@zestmoney.in","Rohan Gupta","₹15,00,000 - ₹25,00,000 per annum","True","True","LinkedIn","1","True","","Regular","Consistent","True","False","1"
"Full Stack Developer","As a Full Stack Developer at ShopClues, you will build innovative solutions for India’s leading e-commerce marketplace. Your role involves developing responsive front-end interfaces with React.js and TypeScript to support product browsing, cart management, and checkout flows, while building scalable back-end services with Node.js and Express. You will design GraphQL APIs, optimize MongoDB databases for high traffic, and integrate with third-party payment and logistics APIs. Collaborating with UX designers, you will enhance user experiences through A/B testing, and work with DevOps teams to deploy applications using Docker and AWS ECS. You will also implement caching with Redis to improve performance. This role offers a chance to impact e-commerce and grow in full stack architecture.","3+ years of full stack development with React.js, Node.js, Express. Proficiency in GraphQL, MongoDB. Experience with Docker, AWS ECS, and Redis. Knowledge of A/B testing. Strong portfolio of e-commerce apps.","Shape e-commerce solutions, collaborate with creative teams, and access to scalable tech projects.","Full-time","3+ years","Bachelor’s degree in Computer Science or related field","Engineering","E-commerce","FSD-SC-019","2025-05-10","2025-07-01","ShopClues","ShopClues is a leading e-commerce marketplace offering a wide range of products in India.","https://www.shopclues.com","501-1000 employees","Private","2011","","Gurgaon, Haryana, India","ShopClues Gurgaon Office, Udyog Vihar","Hybrid","True","careers@shopclues.com","Online","Within 5 days","2025-06-20","Karan Gupta","karan.gupta@shopclues.com","Sneha Sharma","₹10,00,000 - ₹15,00,000 per annum","True","True","Naukri","2","True","job_description.pdf","Regular","Consistent","True","False","1"
"Data Engineer","At Rapido, you will build scalable data pipelines to power analytics for India’s leading bike-taxi platform. Your role involves designing ETL processes with Apache Airflow and Python to ingest data from ride logs, user interactions, and driver performance, and creating optimized data warehouses with Snowflake and Redshift. You will collaborate with data scientists to support machine learning models for demand forecasting and dynamic pricing, and work with product teams to enable real-time dashboards using Tableau. Responsibilities include implementing data quality checks, monitoring pipeline performance with Datadog, and ensuring GDPR compliance for user data. You will also explore real-time streaming with Kafka to enhance analytics. This role offers a chance to impact mobility tech and grow in data engineering.","3+ years of data engineering experience. Proficiency in Python, Airflow, Snowflake, Redshift. Experience with Tableau and Datadog. Knowledge of Kafka and GDPR compliance. Strong data modeling skills.","Shape mobility analytics, collaborate with top data scientists, and access to advanced data projects.","Full-time","3+ years","Bachelor’s degree in Computer Science or related field","Data Engineering","Mobility","DE-RAP-020","2025-05-09","2025-07-10","Rapido","Rapido is India’s leading bike-taxi platform, offering affordable urban mobility solutions.","https://www.rapido.bike","501-1000 employees","Private","2015","linkedin.com/company/rapido","Bengaluru, Karnataka, India","Rapido Bengaluru Office, Koramangala","Hybrid","True","careers@rapido.bike","Online","Within 7 days","2025-06-25","Pooja Nair","pooja.nair@rapido.bike","Vikram Sharma","₹12,00,000 - ₹18,00,000 per annum","True","True","LinkedIn","2","True","","Regular","Consistent","True","False","1"
"AI Engineer","As an AI Engineer at Cult.fit, you will develop AI-driven solutions to enhance India’s leading fitness and wellness platform. Your role involves building machine learning models with Python, TensorFlow, and PyTorch to power features like personalized workout plans, nutrition tracking, and fitness goal predictions. You will design end-to-end AI pipelines, from data preprocessing with Pandas to model deployment on Azure ML, and collaborate with data engineers to ensure data quality from user activity logs and wearable devices. Responsibilities include experimenting with computer vision for exercise form analysis, conducting model validation with cross-validation, and integrating AI into Cult.fit’s mobile app. You will also contribute to wellness AI research and mentor junior engineers. This role offers a chance to impact fitness tech and grow in a mission-driven environment.","3+ years of AI/ML experience. Proficiency in Python, TensorFlow, PyTorch. Experience with Azure ML and computer vision. Knowledge of wearable device data. Strong research and mentoring skills.","Transform fitness tech, collaborate with wellness experts, and access to cutting-edge AI projects.","Full-time","3+ years","Master’s degree in Computer Science or related field","Engineering","Fitness","AIE-CULT-021","2025-05-08","2025-07-05","Cult.fit","Cult.fit is India’s leading fitness and wellness platform, offering workouts and nutrition plans.","https://www.cult.fit","501-1000 employees","Private","2016","","Bengaluru, Karnataka, India","Cult.fit Bengaluru Office, Koramangala","Hybrid","True","careers@cult.fit","Online","Within 5 days","2025-06-20","Rhea Sharma","rhea.sharma@cult.fit","Vikram Nair","₹15,00,000 - ₹25,00,000 per annum","True","True","Naukri","1","True","job_description.pdf","Regular","Consistent","True","False","1"
"Database Administrator","At Zee Entertainment, you will manage database systems to support India’s leading media and entertainment platform. Your role involves administering Oracle and MySQL databases to ensure high availability and performance for applications like Zee5 and digital content platforms. You will design database schemas, implement indexing strategies, and automate backups with RMAN and AWS RDS. Collaborating with developers, you will optimize complex SQL queries, while working with security teams to enforce encryption and compliance with TRAI regulations. Responsibilities include monitoring database health with Oracle Enterprise Manager, conducting capacity planning, and implementing disaster recovery plans. This role offers a chance to work on large-scale media systems and grow in database architecture.","3+ years of database administration experience. Proficiency in Oracle, MySQL, and AWS RDS. Experience with RMAN and SQL optimization. Knowledge of TRAI compliance and encryption. Familiarity with Oracle Enterprise Manager.","Manage large-scale media systems, collaborate with entertainment experts, and access to advanced database projects.","Full-time","3+ years","Bachelor’s degree in Computer Science or related field","Database Management","Media","DBA-ZEE-022","2025-05-07","2025-07-10","Zee Entertainment","Zee Entertainment is a leading media company, operating platforms like Zee5 and TV channels.","https://www.zee.com","1001-5000 employees","Public","1992","linkedin.com/company/zee-entertainment-enterprises-ltd","Mumbai, Maharashtra, India","Zee Mumbai Office, Andheri","On-site","True","careers@zee.com","Online","Within 7 days","2025-06-25","Nikhil Gupta","nikhil.gupta@zee.com","Anita Sharma","₹10,00,000 - ₹15,00,000 per annum","False","True","LinkedIn","2","True","","Regular","Consistent","True","False","1"
"Network Engineer","At Jio Platforms, you will optimize India’s leading digital services network infrastructure as a Network Engineer. Your role involves configuring and troubleshooting Cisco and Juniper routers, switches, and firewalls to ensure high availability for 4G/5G and IoT services. You will collaborate with operations teams to monitor network performance using SolarWinds and Nagios, implement SD-WAN solutions for enterprise clients, and ensure compliance with TRAI security standards. Responsibilities include designing VLANs, optimizing BGP and OSPF protocols, and conducting network upgrades to support edge computing. You will also train junior engineers and contribute to Jio’s 5G and IoT initiatives. This role offers exposure to advanced telecom technologies and growth in network architecture.","3+ years of network engineering experience. Proficiency in Cisco, Juniper, and SD-WAN. Experience with SolarWinds, Nagios, and BGP/OSPF. Knowledge of TRAI compliance and 5G/IoT technologies. Strong troubleshooting skills.","Optimize digital services networks, collaborate with industry leaders, and access to 5G/IoT innovation projects.","Full-time","3+ years","Bachelor’s degree in Computer Science or related field","Engineering","Telecommunications","NE-JIO-023","2025-05-06","2025-07-05","Jio Platforms","Jio Platforms is a leading digital services company, powering 4G/5G and IoT solutions in India.","https://www.jioplatforms.com","10001+ employees","Private","2019","","Mumbai, Maharashtra, India","Jio Platforms Mumbai Office, Navi Mumbai","On-site","True","careers@jioplatforms.com","Online","Within 5 days","2025-06-20","Sumanth Patel","sumanth.patel@jioplatforms.com","Priya Nair","₹10,00,000 - ₹15,00,000 per annum","False","True","Naukri","2","True","job_description.pdf","Regular","Consistent","True","False","1"
"Blockchain Developer","As a Blockchain Developer at Cred, a leading fintech platform, you will build decentralized solutions to enhance financial services. Your role involves developing smart contracts using Solidity and Ethereum to support features like decentralized lending and credit scoring. You will collaborate with backend developers to integrate blockchain with Node.js APIs, optimize transaction throughput with Hyperledger Fabric, and ensure security with cryptographic techniques like ECDSA. Responsibilities include deploying DApps on Polygon, conducting gas optimization, and exploring cross-chain interoperability for multi-platform transactions. You will also contribute to Cred’s Web3 initiatives, working with product teams to innovate financial products. This role offers a chance to shape fintech’s blockchain future and grow into a Web3 architect role.","3+ years of blockchain development experience. Proficiency in Solidity, Ethereum, and Hyperledger Fabric. Experience with Node.js, Polygon, and ECDSA. Knowledge of Web3 and cross-chain protocols. Strong security focus.","Pioneer fintech blockchain, collaborate with innovative teams, and access to advanced Web3 projects.","Full-time","3+ years","Bachelor’s degree in Computer Science or related field","Engineering","Fintech","BLD-CRD-001","2025-05-14","2025-07-15","Cred","Cred is a fintech platform revolutionizing credit card payments and financial services in India.","https://cred.club","501-1000 employees","Private","2018","linkedin.com/company/cred-club","Bengaluru, Karnataka, India","Cred Bengaluru Office, Koramangala","Hybrid","True","careers@cred.club","Online","Within 5 days","2025-07-01","Ananya Sharma","ananya.sharma@cred.club","Rohan Gupta","₹15,00,000 - ₹25,00,000 per annum","True","True","LinkedIn","2","True","","Regular","Consistent","True","False","1"
"Quantum Computing Researcher","Join HCL Technologies as a Quantum Computing Researcher to advance quantum algorithms for enterprise applications in logistics, finance, and cryptography. Your role involves developing quantum circuits using Qiskit and Cirq to solve optimization and machine learning problems, simulating algorithms on IBM Quantum and Google Quantum platforms, and collaborating with data scientists to integrate quantum solutions with classical systems. Responsibilities include benchmarking quantum hardware performance, publishing research in journals like Quantum Information Processing, and mentoring teams on quantum programming. You will also explore hybrid quantum-classical models for real-world use cases. This role offers a chance to lead quantum innovation and grow in a cutting-edge research environment.","3+ years of quantum computing experience. Proficiency in Qiskit, Cirq, and quantum algorithms. Experience with IBM Quantum and Google Quantum platforms. Strong publication record. Knowledge of hybrid quantum-classical systems.","Lead quantum research, collaborate with global scientists, and access to advanced quantum projects.","Full-time","3+ years","PhD in Quantum Computing, Physics, or related field","Research","Information Technology","QCR-HCL-002","2025-05-13","2025-07-10","HCL Technologies","HCL Technologies is a global IT services company delivering innovative technology solutions.","https://www.hcltech.com","10001+ employees","Public","1976","","Noida, Uttar Pradesh, India","HCL Noida Office, Sector 126","Hybrid","True","careers@hcltech.com","Online","Within 7 days","2025-06-30","Vikram Sharma","vikram.sharma@hcltech.com","Priya Nair","₹20,00,000 - ₹35,00,000 per annum","False","True","Naukri","1","True","job_description.pdf","Regular","Consistent","True","False","1"
"AR/VR Engineer","As an AR/VR Engineer at Swiggy, you will create immersive experiences to enhance India’s leading food delivery platform. Your role involves developing AR features using Unity and ARKit to enable virtual menu visualizations and interactive restaurant previews, and building VR training modules for delivery partners using Oculus SDK. You will collaborate with UX designers to prototype experiences, optimize performance for mobile devices with WebXR, and integrate APIs for real-time data using Node.js. Responsibilities include conducting user testing to refine interactions, implementing spatial audio for immersion, and exploring 5G for low-latency streaming. You will also contribute to Swiggy’s metaverse initiatives. This role offers a chance to innovate in foodtech and grow in AR/VR development.","3+ years of AR/VR development experience. Proficiency in Unity, ARKit, and Oculus SDK. Experience with WebXR and Node.js. Knowledge of spatial audio and 5G. Strong portfolio of immersive apps.","Shape foodtech AR/VR, collaborate with creative teams, and access to metaverse projects.","Full-time","3+ years","Bachelor’s degree in Computer Science or related field","Engineering","Foodtech","AVR-SWG-003","2025-05-12","2025-07-05","Swiggy","Swiggy is India’s leading food delivery and quick-commerce platform.","https://www.swiggy.com","5001-10000 employees","Private","2014","linkedin.com/company/swiggy-in","Bengaluru, Karnataka, India","Swiggy Bengaluru Office, HSR Layout","Hybrid","True","careers@swiggy.com","Online","Within 5 days","2025-06-25","Neha Gupta","neha.gupta@swiggy.com","Vikram Patel","₹12,00,000 - ₹18,00,000 per annum","True","True","LinkedIn","2","True","","Regular","Consistent","True","False","1"
"Embedded Systems Engineer","At Ola, a leader in mobility solutions, you will develop embedded systems to power electric vehicles and smart mobility platforms. Your role involves programming microcontrollers with C/C++ to control vehicle sensors, battery management systems, and telematics units, using RTOS like FreeRTOS for real-time performance. You will collaborate with hardware engineers to integrate CAN and MQTT protocols, optimize power consumption for IoT devices, and ensure compliance with AIS-140 standards. Responsibilities include writing firmware for ARM Cortex processors, conducting stress testing for EV environments, and exploring V2X communication for smart cities. You will also mentor junior engineers on embedded development. This role offers a chance to innovate in mobility tech and grow in embedded systems leadership.","3+ years of embedded systems experience. Proficiency in C/C++, FreeRTOS, and ARM Cortex. Experience with CAN, MQTT, and AIS-140 compliance. Knowledge of V2X and IoT. Strong debugging skills.","Advance mobility tech, collaborate with EV experts, and access to smart city projects.","Full-time","3+ years","Bachelor’s degree in Electronics, Computer Science, or related field","Engineering","Mobility","ESE-OLA-004","2025-05-11","2025-07-01","Ola","Ola is a leading mobility platform offering ride-hailing and electric vehicle solutions in India.","https://www.olacabs.com","5001-10000 employees","Private","2010","","Bengaluru, Karnataka, India","Ola Bengaluru Office, Electronic City","Hybrid","True","careers@olacabs.com","Online","Within 7 days","2025-06-20","Pooja Sharma","pooja.sharma@olacabs.com","Rahul Gupta","₹10,00,000 - ₹15,00,000 per annum","True","True","Naukri","2","True","job_description.pdf","Regular","Consistent","True","False","1"
"Computer Vision Engineer","As a Computer Vision Engineer at Myntra, you will enhance India’s leading fashion e-commerce platform with advanced visual AI solutions. Your role involves developing deep learning models using OpenCV, PyTorch, and TensorFlow to power features like image-based product search, virtual try-ons, and style recommendations. You will collaborate with data engineers to process large-scale image datasets, optimize models for edge deployment on mobile devices, and integrate APIs for real-time processing. Responsibilities include fine-tuning CNNs for object detection, implementing GANs for image generation, and conducting A/B testing to improve user engagement. You will also explore 3D modeling for AR-based shopping experiences. This role offers a chance to innovate in fashion tech and grow in AI leadership.","3+ years of computer vision experience. Proficiency in OpenCV, PyTorch, TensorFlow. Experience with CNNs, GANs, and edge deployment. Knowledge of 3D modeling and AR. Strong research skills.","Shape fashion AI, collaborate with innovative teams, and access to advanced vision projects.","Full-time","3+ years","Master’s degree in Computer Science or related field","Data Science","E-commerce","CVE-MYN-005","2025-05-10","2025-06-30","Myntra","Myntra is India’s leading fashion and lifestyle e-commerce platform.","https://www.myntra.com","1001-5000 employees","Private","2007","linkedin.com/company/myntra","Bengaluru, Karnataka, India","Myntra Bengaluru Office, Whitefield","Hybrid","True","careers@myntra.com","Online","Within 5 days","2025-06-15","Shalini Nair","shalini.nair@myntra.com","Vikram Sharma","₹15,00,000 - ₹25,00,000 per annum","True","True","LinkedIn","1","True","","Regular","Consistent","True","False","1"
"Platform Engineer","At Accenture, you will build scalable platforms to support digital transformation for global clients in banking, retail, and healthcare. Your role involves designing microservices architectures with Java and Spring Boot, deploying applications on Azure Kubernetes Service, and optimizing performance with Dynatrace. You will collaborate with DevOps teams to automate CI/CD pipelines using GitLab CI, integrate APIs for third-party services, and ensure compliance with GDPR and ISO 27001 standards. Responsibilities include implementing event-driven systems with Kafka, conducting load testing with Gatling, and mentoring junior engineers on cloud-native development. You will also explore serverless computing to enhance scalability. This role offers exposure to enterprise platforms and growth in platform engineering leadership.","4+ years of platform engineering experience. Proficiency in Java, Spring Boot, and Azure Kubernetes. Experience with Kafka, GitLab CI, and Dynatrace. Knowledge of GDPR and serverless computing. Strong mentoring skills.","Build enterprise platforms, collaborate with global teams, and access to cutting-edge cloud projects.","Full-time","4+ years","Bachelor’s degree in Computer Science or related field","Engineering","Information Technology","PLE-ACC-006","2025-05-09","2025-07-20","Accenture","Accenture is a global leader in IT services and consulting, driving digital transformation.","https://www.accenture.com","10001+ employees","Public","1989","","Hyderabad, Telangana, India","Accenture Hyderabad Office, Gachibowli","Hybrid","True","careers@accenture.com","Online","Within 7 days","2025-07-05","Rhea Gupta","rhea.gupta@accenture.com","Anjali Sharma","₹15,00,000 - ₹25,00,000 per annum","False","True","Naukri","2","True","job_description.pdf","Regular","Consistent","True","False","1"
"API Developer","As an API Developer at PhonePe, you will build robust APIs to power India’s leading digital payments platform. Your role involves designing RESTful and GraphQL APIs using Go and Node.js to support features like UPI payments, merchant transactions, and wallet integrations. You will collaborate with frontend developers to ensure low-latency experiences, optimize API performance with Redis caching, and integrate with third-party services like NPCI and AWS. Responsibilities include implementing OAuth 2.0 for secure authentication, conducting API stress testing with Locust, and documenting APIs with Swagger. You will also explore gRPC for high-performance microservices. This role offers a chance to impact fintech infrastructure and grow in API architecture.","3+ years of API development experience. Proficiency in Go, Node.js, REST, and GraphQL. Experience with Redis, OAuth 2.0, and Locust. Knowledge of gRPC and Swagger. Strong documentation skills.","Shape fintech APIs, collaborate with top engineers, and access to scalable infrastructure projects.","Full-time","3+ years","Bachelor’s degree in Computer Science or related field","Engineering","Fintech","APD-PPE-007","2025-05-08","2025-07-01","PhonePe","PhonePe is India’s leading digital payments platform, offering UPI and financial services.","https://www.phonepe.com","1001-5000 employees","Private","2015","linkedin.com/company/phonepe","Bengaluru, Karnataka, India","PhonePe Bengaluru Office, Sarjapur","Hybrid","True","careers@phonepe.com","Online","Within 5 days","2025-06-20","Karan Gupta","karan.gupta@phonepe.com","Sneha Sharma","₹12,00,000 - ₹18,00,000 per annum","True","True","LinkedIn","2","True","","Regular","Consistent","True","False","1"
"Big Data Engineer","At Flipkart, you will build scalable data pipelines to power analytics for India’s leading e-commerce platform. Your role involves designing distributed systems with Hadoop, Spark, and Apache Flink to process petabytes of data from user interactions, inventory, and logistics. You will collaborate with data scientists to support machine learning models for product recommendations and demand forecasting, and work with product teams to enable real-time analytics using Kafka and Druid. Responsibilities include optimizing data workflows with Airflow, ensuring data security with Kerberos, and implementing cost-efficient storage on AWS S3. You will also explore lakehouse architectures to unify data lakes and warehouses. This role offers a chance to impact e-commerce analytics and grow in big data architecture.","3+ years of big data engineering experience. Proficiency in Hadoop, Spark, and Apache Flink. Experience with Kafka, Druid, and Airflow. Knowledge of AWS S3 and lakehouse architectures. Strong data security skills.","Enhance e-commerce analytics, collaborate with top data scientists, and access to large-scale data projects.","Full-time","3+ years","Bachelor’s degree in Computer Science or related field","Data Engineering","E-commerce","BDE-FLP-008","2025-05-07","2025-07-05","Flipkart","Flipkart is India’s leading e-commerce platform, offering a wide range of products and services.","https://www.flipkart.com","10001+ employees","Private","2007","","Bengaluru, Karnataka, India","Flipkart Bengaluru Office, Whitefield","Hybrid","True","careers@flipkart.com","Online","Within 7 days","2025-06-25","Anita Sharma","anita.sharma@flipkart.com","Vikram Nair","₹15,00,000 - ₹25,00,000 per annum","True","True","Naukri","2","True","job_description.pdf","Regular","Consistent","True","False","1"
"IoT Security Engineer","At L&T Technology Services, you will secure IoT ecosystems for clients in automotive, manufacturing, and smart cities. Your role involves implementing security protocols for IoT devices using MQTT and CoAP, leveraging AWS IoT Security for device authentication, and conducting penetration testing to identify vulnerabilities. You will collaborate with embedded engineers to integrate secure boot and firmware updates, and work with compliance teams to meet ISO 21434 and IEC 62443 standards. Responsibilities include developing anomaly detection systems with Splunk, automating security audits with Python, and exploring blockchain for device identity management. You will also train clients on IoT security best practices. This role offers exposure to industrial IoT and growth in security architecture.","3+ years of IoT security experience. Proficiency in MQTT, CoAP, and AWS IoT Security. Experience with Splunk, Python, and penetration testing. Knowledge of ISO 21434 and blockchain. Strong audit skills.","Secure industrial IoT, collaborate with global clients, and access to advanced security projects.","Full-time","3+ years","Bachelor’s degree in Computer Science or related field","Security","Engineering Services","ISE-LNT-009","2025-05-06","2025-07-01","L&T Technology Services","L&T Technology Services provides engineering and R&D services for global industries.","https://www.ltts.com","10001+ employees","Public","2006","linkedin.com/company/l&t-technology-services-limited","Pune, Maharashtra, India","L&T Pune Office, Hinjawadi","Hybrid","True","careers@ltts.com","Online","Within 5 days","2025-06-20","Sumanth Gupta","sumanth.gupta@ltts.com","Priya Sharma","₹10,00,000 - ₹15,00,000 per annum","False","True","LinkedIn","2","True","","Regular","Consistent","True","False","1"
"Robotics Perception Engineer","Join Addverb Technologies as a Robotics Perception Engineer to enhance autonomous robots for warehouse automation. Your role involves developing perception algorithms using ROS and PCL to enable 3D mapping, object recognition, and navigation in dynamic environments. You will integrate sensors like LiDAR and RGB-D cameras, optimize computer vision models with OpenCV and TensorFlow, and collaborate with control engineers to ensure precise robot movements. Responsibilities include simulating environments with Gazebo, conducting real-world tests for robustness, and exploring multi-sensor fusion for enhanced accuracy. You will also contribute to Addverb’s AI-driven robotics research. This role offers a chance to advance warehouse robotics and grow in perception engineering.","3+ years of robotics perception experience. Proficiency in ROS, PCL, and OpenCV. Experience with LiDAR, RGB-D cameras, and Gazebo. Knowledge of TensorFlow and multi-sensor fusion. Strong algorithm skills.","Advance warehouse robotics, collaborate with AI experts, and access to cutting-edge perception projects.","Full-time","3+ years","Master’s degree in Robotics, Computer Science, or related field","Engineering","Robotics","RPE-ADV-010","2025-05-05","2025-07-10","Addverb Technologies","Addverb Technologies is a global leader in robotics and warehouse automation solutions.","https://www.addverb.com","201-500 employees","Private","2016","","Noida, Uttar Pradesh, India","Addverb Noida Office, Sector 63","Hybrid","True","careers@addverb.com","Online","Within 7 days","2025-06-25","Nikhil Sharma","nikhil.sharma@addverb.com","Anita Gupta","₹12,00,000 - ₹18,00,000 per annum","True","True","Naukri","1","True","job_description.pdf","Regular","Consistent","True","False","1"
"Software Engineer","As a Software Engineer at Urban Company, you will build scalable systems to power India’s leading home services platform. Your role involves developing backend services with Python and Flask to support features like service bookings, provider scheduling, and customer reviews. You will design RESTful APIs, optimize PostgreSQL databases for high concurrency, and integrate with third-party services like Razorpay and Google Maps. Collaborating with frontend developers, you will ensure seamless user experiences across web and mobile apps, and work with DevOps teams to deploy applications using Docker and AWS ECS. You will also explore real-time notifications with WebSocket to enhance user engagement. This role offers a chance to impact urban services and grow in a dynamic tech environment.","2+ years of software development with Python, Flask. Proficiency in PostgreSQL and REST APIs. Experience with Docker, AWS ECS, and WebSocket. Strong problem-solving skills. Knowledge of microservices.","Impact urban services, collaborate with innovative teams, and access to scalable tech projects.","Full-time","2+ years","Bachelor’s degree in Computer Science or related field","Engineering","Home Services","SE-UC-011","2025-05-04","2025-06-30","Urban Company","Urban Company is India’s leading platform for home and beauty services.","https://www.urbancompany.com","1001-5000 employees","Private","2014","linkedin.com/company/urbancompany","Gurgaon, Haryana, India","Urban Company Gurgaon Office, Cyber City","Hybrid","True","careers@urbancompany.com","Online","Within 5 days","2025-06-15","Ravi Gupta","ravi.gupta@urbancompany.com","Sneha Nair","₹8,00,000 - ₹12,00,000 per annum","True","True","LinkedIn","3","True","","Regular","Consistent","True","False","1"
